Date,Open,High,Low,Close,Adj Close,Volume,S&P500,SOX,VIX,KOSPI,kosATR14,kosATR30,kosATR60,kosATR90,kosADX14,kosADX30,kosADX60,kosADX90,log_return,CCI,MA5,MA10,MA20,MA60,MA20_ratio,MA60_ratio,MA20_volume,MA60_volumne,RASD5,RASD10,MACD,CCI14,CCI30,CCI60,ATR14,ATR30,ATR60,ATR90,ub,middle,lb,MTM1,MTM3,MTM6,ROC60,ROC90,WPR14,WPR30,WPR60,WPR90,ADXR14,ADXR30,ADXR60,ADXR90,ADX14,ADX30,ADX60,ADX90
2005-01-20,9600.0,9700.0,9510.0,9600.0,7414.8251953125,19270000,1175.4100341796875,394.80999755859375,13.829999923706055,909.3699951171876,13.110664884345363,13.740343618887383,14.493968094223401,14.8987494140625,14.962563591142334,10.201753081857497,8.271967030661333,7.731500710400349,0.0,,9640.0,9233.0,,,,,,,309.33785172983437,,,,,,,,,,,,,0.0,-250.0,760.0,,,,,,,,,,,,,,
2005-01-21,9500.0,9720.0,9500.0,9720.0,7507.5107421875,15030000,1167.8699951171875,389.6600036621094,14.359999656677244,919.6099853515624,13.182759900976952,13.752998668830724,14.487735211272804,14.89009658854167,15.548690540934736,10.176074751739172,8.259180241596086,7.683945962448432,0.012422550892099062,83.42225088696996,9698.0,9324.0,,,,,,,279.31616775984196,187.3384384697436,,83.84964890541077,,,,,,,,,,120.0,0.0,840.0,,,-13.934426229508198,,,,,,,,,,,
2005-01-24,9650.0,9760.0,9550.0,9760.0,7538.404296875,19070000,1163.75,383.0400085449219,14.649999618530273,923.1099853515624,13.43899273171074,13.853566030911367,14.525773283272425,14.91098462123843,15.740172817832086,10.288089651493378,8.257556282643394,7.649054829873498,0.004106576173392002,77.37220495101931,9680.0,9424.0,,,,,,,211.12429966311691,185.79521456922663,,77.6543931424118,,,223.57142857142858,,,,,,,40.0,160.0,330.0,,,-10.655737704918034,,,,,,,,,,,
2005-01-25,9600.0,9700.0,9580.0,9670.0,7468.89404296875,18165000,1168.4100341796875,389.8699951171875,14.0600004196167,915.0999755859376,13.325491507012645,13.786779682745566,14.481176654983507,14.876973409735086,15.85523984504118,10.416447734170559,8.242555878613725,7.614113894244306,-0.009263592874846486,61.37745186872079,9670.0,9507.0,,,,,,,140.2753551783323,186.39996942037476,,61.36762127410874,,,220.4591836734694,,,,,,,-90.0,70.0,-180.0,,,-18.0327868852459,,,,,,,,,,,
2005-01-26,9700.0,9870.0,9690.0,9810.0,7577.02294921875,24885000,1174.0699462890625,400.05999755859375,13.4399995803833,927.0,13.452244729447001,13.830554914023834,14.491490987752009,14.87945188986129,16.470367019692024,10.584583921059018,8.235018105133719,7.593818580009157,0.014373436711125207,74.08906748358983,9712.0,9604.0,,,,,,,87.24013046965186,188.28323385853201,,74.11905576462539,,,218.99781341107874,,,,,,,140.0,90.0,90.0,,,-6.557377049180328,,,,,,,,,,,
2005-01-27,9900.0,9900.0,9810.0,9840.0,7600.1953125,19990000,1174.550048828125,403.6700134277344,13.239999771118164,924.8699951171876,13.181372547321322,13.691537556212621,14.4109667076176,14.821458359748249,17.075247357244407,10.707415318375617,8.229562031834883,7.574043552711176,0.0030535742304280042,76.77110295224631,9760.0,9700.0,,,,,,,71.46707703595803,190.4024643828963,,76.44599090437396,,,209.78368388171597,,,,,,,30.0,80.0,240.0,,,-4.878048780487805,,,,,,,,,,,
2005-01-28,9830.0,9830.0,9600.0,9780.0,7553.85302734375,14220000,1171.3599853515625,399.4599914550781,13.239999771118164,921.5900268554688,12.894844716095246,13.540819068010741,14.323616977659912,14.758664188086115,17.27667265643896,10.837375111834378,8.212515240755696,7.55231982268181,-0.006116178143269527,50.702418372576844,9772.0,9735.0,,,,,,,64.41117493913214,171.86367134948713,,51.12723134912163,,,211.9419921758791,,,,,,,-60.0,110.0,180.0,,,-9.75609756097561,,,,,,,,,,,
2005-01-31,9760.0,9900.0,9680.0,9900.0,7646.53759765625,16465000,1181.27001953125,403.9599914550781,12.81999969482422,932.7000122070312,12.910211904342916,13.526457944129136,14.303389783891623,14.740345534346963,17.817761395743698,11.037933461680968,8.220298673463523,7.537849152445073,0.01219517593789689,68.27787904724099,9800.0,9740.0,9365.5,,1.0570711654476537,,24040000.0,,66.25616072631473,138.69023019471592,,69.46564885496178,,,212.5175641633163,,,,10267.885172750528,9365.5,8463.114827249472,120.0,90.0,180.0,,,-0.0,,,,,,,,,,,
2005-02-01,9900.0,9970.0,9830.0,9830.0,7592.47119140625,21855000,1189.4100341796875,408.4599914550781,12.029999732971193,923.6900024414062,12.6751964195461,13.396242516564415,14.225333206113222,14.68345275193408,18.24941195035184,11.255762640743505,8.210180395907766,7.508531220217107,-0.007095820188152452,93.12371131680928,9832.0,9751.0,9410.0,,1.0446333687566418,,24432000.0,,61.420958484689365,100.84815683151092,,91.34241885575075,,,207.33773815165085,,,,10311.842558321574,9410.0,8508.157441678426,-70.0,-10.0,70.0,,,-11.864406779661016,,,,,,,,,,,
2005-02-02,9830.0,9880.0,9730.0,9810.0,7577.02294921875,19750000,1193.18994140625,405.8299865722656,11.65999984741211,921.4400024414062,12.348394931431201,13.219700285543519,14.123243912443627,14.61030300564523,19.095016175521838,11.434571432852639,8.199193631992047,7.48174636285945,-0.0020367518369029205,61.135187000854955,9832.0,9772.0,9457.5,,1.0372720063441714,,24251250.0,,54.861076612887565,71.0506035412698,,60.611696631535445,,,203.24218542653293,,,,10338.292257005021,9457.5,8576.707742994979,-20.0,30.0,140.0,,,-13.559322033898304,,,,,,,,,,,
2005-02-03,9720.0,9940.0,9720.0,9920.0,7661.9853515625,17445000,1189.8900146484375,400.70001220703125,11.789999961853027,928.7899780273438,12.158509753572275,13.102043690738943,14.049356554593004,14.55563299937591,20.51871693088046,11.659398505952083,8.191267341445638,7.456642267581468,0.011150762702345144,90.1197374003338,9848.0,9804.0,9518.5,,1.0421810159163734,,24266000.0,,53.35102744001595,62.409052237987076,,92.76248725789921,,,204.43917218178058,,,,10348.518674488712,9518.5,8688.481325511288,110.0,20.0,110.0,,,-10.638297872340425,,,,,,,,,,,
2005-02-04,9880.0,9970.0,9860.0,9910.0,7654.2607421875,12855000,1203.030029296875,418.1600036621094,11.210000038146973,933.5499877929688,12.029333101252373,13.010310121750766,13.987701222368013,14.508904150728329,22.044587586084138,11.853390103421235,8.204878923876134,7.436101767524225,-0.0010086818901526885,119.5571009435316,9874.0,9823.0,9573.5,,1.0351491095210739,,24228000.0,,50.79718168082262,57.60417830997746,,118.60036832412575,,,197.69351702593912,,,,10352.660445607964,9573.5,8794.339554392036,-10.0,80.0,70.0,,,-12.76595744680851,,,,,,,,,,,
2005-02-07,10120.0,10240.0,10060.0,10200.0,7878.25146484375,33935000,1201.719970703125,418.3399963378906,11.729999542236328,949.1900024414062,12.305811052167382,13.10663393149449,14.019573275562921,14.524361042543152,23.458483674700247,12.120508918344107,8.265674139020733,7.422684492219959,0.028843531365986663,227.5597044418405,9934.0,9867.0,9645.5,,1.0574879477476544,,25299500.0,,63.52560685677688,64.89088379154589,,228.98550724637752,,,207.1439800955149,,,,10375.225290777289,9645.5,8915.774709222711,290.0,390.0,420.0,,,-5.405405405405405,,,,,,,,,,,
2005-02-08,10200.0,10200.0,10200.0,10200.0,7878.25146484375,0,1202.300048828125,427.489990234375,11.600000381469727,,,,,,,,,,0.0,193.61561481362793,10008.0,9920.0,9713.5,,1.0500849333401967,,23906750.0,,87.86957559863492,74.64526704166222,,194.54870420017875,,,192.34798151726383,,,,10381.130886044077,9713.5,9045.869113955923,0.0,280.0,300.0,,,-5.405405405405405,,,,,,,,,,,
2005-02-11,10100.0,10180.0,10020.0,10120.0,7816.462890625,25885000,1205.300048828125,435.5199890136719,11.43000030517578,947.22998046875,12.356825943530426,13.103746784819673,14.002914046491039,14.507646136862117,24.111797572255682,12.343063549177213,8.328427224937467,7.430727688262385,-0.007873847468252943,119.42441938994139,10070.0,9951.0,9777.5,,1.0350294042444388,,24465000.0,,105.914413132382,80.38774487263485,,120.29206996094337,,,191.46598283745928,,,,10334.092310403224,9777.5,9220.907689596776,-80.0,210.0,290.0,,,-16.216216216216214,,,,,,,,,,,
2005-02-14,10260.0,10440.0,10200.0,10340.0,7986.38330078125,28265000,1206.1400146484375,436.2200012207031,11.520000457763672,964.7899780273438,12.943481756436736,13.352622136132975,14.112365601119835,14.575005705610524,25.29828134244287,12.659187075642627,8.420384322645422,7.4581765391220545,0.02150586762619416,168.20955942469158,10154.0,10001.0,9850.5,,1.0496929089893914,,24693500.0,,123.44240910134951,88.39671827068281,,168.38888888888908,,,200.64698406335506,,,,10287.14516486502,9850.5,9413.85483513498,220.0,140.0,530.0,,,-11.235955056179774,,,,,,,,38.578049687962725,,,
2005-02-15,10400.0,10420.0,10220.0,10380.0,8017.28125,26745000,1210.1199951171875,439.239990234375,11.270000457763672,968.8800048828124,12.576804313733657,13.16786798354833,14.007326133744398,14.499838948421448,26.642981661686886,12.9319593637223,8.519252980855125,7.492200177395221,0.0038613640659288595,131.88620923488864,10248.0,10061.0,9898.0,,1.0486967064053343,,22435750.0,,133.81058109704423,92.3038813889335,,132.44254409406707,,,200.60077091597256,,,,10347.826633271086,9898.0,9448.173366728914,40.0,180.0,460.0,,,-6.976744186046512,,,,,,,,38.58020347553055,,,
2005-02-16,10440.0,10620.0,10360.0,10400.0,8032.7255859375,24010000,1210.3399658203125,435.5299987792969,11.100000381469727,971.5599975585938,12.637031356335271,13.17627181443526,13.99753708001793,14.48784054799628,28.038142092937925,13.339205162708915,8.628667371756865,7.532489114027352,0.001924527617000313,139.97603780850574,10288.0,10111.0,9925.5,,1.0478061558611658,,20546500.0,,127.70101016335843,95.61330851006772,,138.3877159309018,132.56258099720358,,204.8435729934031,,,,10424.75845010375,9925.5,9426.24154989625,20.0,280.0,490.0,,,-21.568627450980394,-11.282051282051283,,,,,,,39.130263863144386,,,
2005-02-17,10340.0,10440.0,10300.0,10340.0,7986.38330078125,17510000,1200.75,429.7799987792969,11.770000457763672,972.5599975585938,12.180099847623824,12.945062428433252,13.868244632590548,14.39619776673382,29.640650965852345,13.728312630950146,8.714725068278877,7.571134306204991,-0.005785891682929127,91.33181870532619,10316.0,10162.0,9956.5,,1.0385175513483653,,19910000.0,,115.56075342421138,101.71516451142323,,90.83063646170459,113.95981212699103,,200.21188920816002,203.66666666666666,,,10477.394423083988,9956.5,9435.605576916012,-60.0,0.0,140.0,,15.659955257270685,-27.450980392156865,-14.35897435897436,,,,,,,39.235506387026255,,,
2005-02-18,10360.0,10540.0,10280.0,10540.0,8140.85791015625,18355000,1201.5899658203125,427.7300109863281,11.18000030517578,984.0999755859376,12.52866396983597,13.082226932771938,13.921440514690604,14.42579554219893,31.287415095600892,14.045349865988618,8.778737882905379,7.612574704254897,0.01915756474802073,100.90276751615067,10400.0,10235.0,10003.5,,1.0536312290698255,,19685250.0,,104.32741372562126,105.12091342900169,,102.72799681401892,124.81652722735973,,204.4824685504343,205.54444444444442,,,10555.92284529154,10003.5,9451.07715470846,200.0,160.0,340.0,,18.96162528216705,-7.843137254901961,-4.102564102564102,,,,,,,39.60953056782602,,,
2005-02-21,10600.0,10640.0,10480.0,10560.0,8156.306640625,23430000,,,,988.7100219726562,12.312330829133401,12.962819368346207,13.84774983944576,14.371064480618942,32.626090141472915,14.375357476327142,8.860914832569161,7.646109327394102,0.001895880114356456,118.23518839828239,10444.0,10299.0,10051.5,,1.0505894642590659,,19893250.0,,93.89199500065811,108.6672020510039,,118.0052334943641,137.8955001717492,,201.30514936826043,204.02629629629627,,,10621.87794487515,10051.5,9481.12205512485,20.0,160.0,440.0,,21.379310344827584,-8.333333333333334,-4.060913705583756,,,,,,,40.21678232647344,,,
2005-02-22,10560.0,10580.0,10360.0,10440.0,8063.623046875,17855000,1184.1600341796875,425.7900085449219,13.140000343322756,977.7999877929688,12.50787775512165,13.03239164916696,13.867787138671144,14.378608072978386,33.652546952384505,14.566436820980897,8.942535159010108,7.668770505209055,-0.01142848388606742,78.75174994673128,10456.0,10352.0,10087.5,,1.0349442379182157,,20034500.0,,91.19217882640152,112.50137996172296,362.71010381936685,78.1078107810783,116.26235399820308,,202.64049584195612,204.5587530864197,,,10660.52268715994,10087.5,9514.47731284006,-120.0,100.0,100.0,,18.501702610669703,-21.73913043478261,-10.152284263959391,,,,,,,39.95459918267649,,,
2005-02-23,10280.0,10320.0,10180.0,10220.0,7893.69921875,19745000,1190.800048828125,424.0199890136719,12.390000343322756,968.4299926757812,12.607312442534845,13.06131070682494,13.868323409341732,14.373289798599808,33.9687630668198,14.615585631540096,9.00494508420427,7.669815806360267,-0.021298091057063342,3.4704282874346974,10420.0,10354.0,10110.5,,1.0108303249097472,,20068250.0,,94.76617610371838,111.23359313353849,330.76941896449716,2.6515151515151802,71.9050836007433,,206.73760328181638,206.40679465020568,,,10665.746791976324,10110.5,9555.253208023676,-220.0,-320.0,-160.0,,16.666666666666675,-45.652173913043484,-21.31979695431472,,,,,,,38.61872246351111,,,
