Date,Open,High,Low,Close,Adj Close,Volume
2013-07-17,71704.703125,72440.140625,70601.554688,71827.281250,70893.179688,495789
2013-07-18,71582.132813,72685.281250,70478.984375,70601.554688,69683.406250,684074
2013-07-19,70356.414063,70724.132813,69130.687500,69375.835938,68473.617188,772871
2013-07-22,70111.265625,70233.843750,67904.968750,68027.539063,67142.859375,864715
2013-07-23,68395.257813,69988.695313,68027.539063,69498.406250,68594.585938,974744
2013-07-24,69866.125000,70111.265625,66434.101563,67659.828125,66779.921875,1546154
2013-07-25,68150.117188,69866.125000,67782.398438,68640.406250,67747.750000,1584625
2013-07-26,70724.132813,74278.718750,70233.843750,73788.429688,72828.820313,2772946
2013-07-29,73543.289063,74156.148438,70601.554688,71949.851563,71014.171875,5097773
2013-07-30,105051.929688,105051.929688,105051.929688,105051.929688,103685.750000,0
2013-07-31,105051.929688,105051.929688,105051.929688,105051.929688,103685.750000,0
2013-08-01,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-02,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-05,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-06,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-07,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-08,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-09,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-12,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-13,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-14,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-16,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-19,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-20,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-21,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-22,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-23,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-26,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-27,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-28,71950.070313,71950.070313,71950.070313,71950.070313,71014.382813,0
2013-08-29,92000.000000,98300.000000,86200.000000,96000.000000,94751.531250,10106860
2013-08-30,94800.000000,94800.000000,89300.000000,89300.000000,88138.671875,3763490
2013-09-02,89300.000000,91700.000000,89300.000000,89900.000000,88730.867188,1646165
2013-09-03,89500.000000,90400.000000,88600.000000,88600.000000,87447.765625,1285425
2013-09-04,88400.000000,89700.000000,86500.000000,87400.000000,86263.382813,1393110
2013-09-05,88200.000000,91900.000000,88100.000000,91300.000000,90112.656250,1460380
2013-09-06,92000.000000,92600.000000,89600.000000,91300.000000,90112.656250,781380
2013-09-09,92000.000000,98800.000000,92000.000000,97200.000000,95935.929688,2003580
2013-09-10,100000.000000,104000.000000,98300.000000,104000.000000,102647.492188,1843790
2013-09-11,102600.000000,104000.000000,100400.000000,102400.000000,101068.312500,1854060
2013-09-12,104600.000000,107000.000000,104400.000000,105000.000000,103634.500000,2870735
2013-09-13,104200.000000,106200.000000,102600.000000,104200.000000,102844.906250,993205
2013-09-16,107600.000000,108400.000000,103600.000000,105800.000000,104424.085938,991060
2013-09-17,104200.000000,106000.000000,104000.000000,104800.000000,103437.093750,879515
2013-09-23,106200.000000,108000.000000,106200.000000,108000.000000,106595.476563,1702740
2013-09-24,108000.000000,108800.000000,107000.000000,108600.000000,107187.664063,1202030
2013-09-25,111000.000000,112200.000000,109800.000000,111000.000000,109556.453125,1381760
2013-09-26,110000.000000,111400.000000,107200.000000,110600.000000,109161.679688,1105900
2013-09-27,110400.000000,111600.000000,110000.000000,111000.000000,109556.453125,633385
2013-09-30,110000.000000,112000.000000,109600.000000,111400.000000,109951.265625,798040
2013-10-01,111000.000000,112800.000000,110400.000000,111400.000000,109951.265625,757765
2013-10-02,111400.000000,111800.000000,109400.000000,110800.000000,109359.062500,920120
2013-10-04,109400.000000,110600.000000,106800.000000,109400.000000,107977.273438,1182570
2013-10-07,110000.000000,112200.000000,108800.000000,109600.000000,108174.664063,919250
2013-10-08,110600.000000,114400.000000,108600.000000,114400.000000,112912.250000,898255
2013-10-10,113800.000000,114400.000000,112200.000000,113600.000000,112122.648438,2155290
2013-10-11,115400.000000,117000.000000,114400.000000,116400.000000,114886.250000,1629895
2013-10-14,116000.000000,118000.000000,115400.000000,116000.000000,114491.437500,957650
2013-10-15,119000.000000,127800.000000,119000.000000,126400.000000,124756.179688,1586735
2013-10-16,125400.000000,126000.000000,118800.000000,119000.000000,117452.421875,2397515
2013-10-17,121000.000000,123200.000000,118400.000000,122000.000000,120413.421875,1532610
2013-10-18,124000.000000,131600.000000,123800.000000,128000.000000,126335.375000,2029140
2013-10-21,131000.000000,137400.000000,130200.000000,133000.000000,131270.375000,2020695
2013-10-22,133400.000000,133600.000000,129200.000000,131000.000000,129296.359375,1113505
2013-10-23,130000.000000,130600.000000,122200.000000,123600.000000,121992.601563,1755870
2013-10-24,123600.000000,126200.000000,121600.000000,123600.000000,121992.601563,1161920
2013-10-25,125000.000000,126800.000000,120200.000000,121400.000000,119821.210938,1394375
