Date,Open,High,Low,Close,Adj Close,Volume,next_price,next_rtn,log_return,CCI,MA5,MA10,RASD5,RASD10,MACD,ATR,ub,middle,lb,MTM1,MTM3,ROC,WPR,S&P500,SOX,VIX,KOSPI
2005-01-04,41450.0,41650.0,41000.0,41450.0,31520.388671875,192500,31520.388671875,0.0,,,,,,,,,,,,,,,,1188.050048828125,410.3599853515625,13.979999542236328,886.9000244140625
2005-01-05,41200.0,41500.0,41150.0,41450.0,31520.388671875,193600,32090.720703125,0.0060679611650484855,0.0,,,,,,,,,,,0.0,,,,1183.739990234375,404.25,14.09000015258789,885.1900024414062
2005-01-06,41650.0,42800.0,41250.0,42200.0,32090.720703125,472700,31596.423828125,0.013205282112845218,0.01793231780267722,,,,,,,,,,,750.0,,,,1187.8900146484375,402.1400146484375,13.579999923706055,871.280029296875
2005-01-07,42200.0,42600.0,41550.0,41550.0,31596.423828125,285200,31330.275390625,-0.0154028436018957,-0.0155229694842162,,,,,,,,,,,-650.0,100.0,,,1186.18994140625,407.55999755859375,13.489999771118164,870.8400268554688
2005-01-10,41600.0,41600.0,41100.0,41200.0,31330.275390625,177400,31330.275390625,-0.009615384615384581,-0.008459049269540218,,41570.0,,,,,,,,,-350.0,-250.0,,,1190.25,406.25,13.229999542236328,874.1799926757812
2005-01-11,41200.0,41500.0,40600.0,41200.0,31330.275390625,250400,30569.833984375,0.0,0.0,,41520.0,,,,,,,,,0.0,-1000.0,,,1182.989990234375,396.19000244140625,13.1899995803833,884.2899780273438
2005-01-12,41300.0,41300.0,39900.0,40200.0,30569.833984375,572600,30037.51953125,-0.0266343825665859,-0.024571189706487556,,41270.0,,,,,,,,,-1000.0,-1350.0,,,1187.699951171875,401.8299865722656,12.5600004196167,880.030029296875
2005-01-13,40200.0,40400.0,39250.0,39500.0,30037.51953125,881800,30189.615234375,-0.01741293532338306,-0.017566453925330683,,40730.0,,,,,,,,,-700.0,-1700.0,,,1177.449951171875,396.1700134277344,12.84000015258789,885.5399780273438
2005-01-14,39500.0,40000.0,39450.0,39700.0,30189.615234375,818000,30569.833984375,0.005063291139240533,0.0050507475425322435,,40360.0,,567.1205658954821,,,,,,,200.0,-1500.0,,,1184.52001953125,403.1400146484375,12.430000305175781,905.0999755859375
2005-01-17,39850.0,40600.0,39750.0,40200.0,30569.833984375,398900,30721.923828125,0.008782936010037545,0.012515706382798315,,40160.0,40865.0,617.7202307097293,,,,,,,500.0,0.0,,,,,,923.0800170898438
2005-01-18,40100.0,40700.0,40100.0,40400.0,30721.923828125,411000,30797.962890625,0.007481296758104827,0.0049628257154891225,,40000.0,40760.0,612.4620308620582,,,,,,,200.0,900.0,,,1195.97998046875,406.54998779296875,12.470000267028809,920.5700073242188
2005-01-19,40700.0,40750.0,40050.0,40500.0,30797.962890625,365000,29809.380859375,-0.004914004914004955,0.0024720169453393464,,40060.0,40665.0,561.4964837539991,,,,,,,100.0,800.0,,,1184.6300048828125,397.8900146484375,13.180000305175781,916.27001953125
2005-01-20,40100.0,40100.0,38900.0,39200.0,29809.380859375,886100,29353.123046875,-0.02244389027431426,-0.032625409964514476,,40000.0,40365.0,506.13073844642713,,,,,,,-1300.0,-1000.0,,,1175.4100341796875,394.80999755859375,13.829999923706055,909.3699951171875
2005-01-21,39150.0,39200.0,38200.0,38600.0,29353.123046875,670000,29505.2109375,-0.01404853128991057,-0.015424190251072,-158.0486433291154,39780.0,40070.0,511.45620241124743,539.2883841533646,,,,,,-600.0,-1800.0,,-91.30434782608695,1167.8699951171875,389.6600036621094,14.359999656677246,919.6099853515625
2005-01-24,38450.0,38900.0,38400.0,38800.0,29505.2109375,456400,29277.08203125,0.00910273081924573,0.005167942033745571,-132.505673474837,39500.0,39830.0,553.7446906547501,585.7324606822397,,910.7142857142857,,,,200.0,-1700.0,,-86.95652173913044,1163.75,383.0400085449219,14.649999618530273,923.1099853515625
2005-01-25,38600.0,38900.0,38450.0,38500.0,29277.08203125,212000,29429.166015625,-0.002590673575129543,-0.007761862971256629,-115.90013140604513,39120.0,39560.0,631.723004133042,622.09251749755,,877.8061224489795,,,,-300.0,-700.0,,-93.47826086956522,1168.4100341796875,389.8699951171875,14.0600004196167,915.0999755859375
2005-01-26,38500.0,38900.0,38450.0,38700.0,29429.166015625,350700,29353.123046875,0.0051948051948051965,0.005181197220285033,-96.15558570782447,38760.0,39410.0,601.4676572098663,581.4820704819325,,847.2485422740525,,,,200.0,100.0,,-88.63636363636364,1174.0699462890625,400.05999755859375,13.4399995803833,927.0
2005-01-27,39050.0,39450.0,38550.0,38600.0,29353.123046875,292800,29010.923828125,-0.011523687580025643,-0.002587276282774067,-73.5617230413414,38640.0,39320.0,524.7040728523085,515.4174056493677,,851.0165035401916,,,,-100.0,-200.0,,-88.23529411764706,1174.550048828125,403.6700134277344,13.239999771118164,924.8699951171875
2005-01-28,38500.0,38500.0,38100.0,38150.0,29010.923828125,452500,29467.189453125,-0.009090909090909038,-0.01172650487441139,-108.92307692307718,38550.0,39165.0,419.5454804407427,465.5008414259949,,825.9438961444637,,,,-450.0,-350.0,,-98.52941176470588,1171.3599853515625,399.4599914550781,13.239999771118164,921.5900268554688
2005-01-31,38000.0,39000.0,37850.0,38750.0,29467.189453125,794700,29239.0546875,0.019736842105263053,0.015604979652578968,-74.44444444444427,38540.0,39020.0,302.16003194606776,427.95236130040877,,849.0907607055734,42392.658158160404,39942.5,37492.341841839596,600.0,50.0,,-73.91304347826087,1181.27001953125,403.9599914550781,12.819999694824219,932.7000122070312
2005-02-01,38550.0,38600.0,38200.0,38450.0,29239.0546875,427300,29543.23046875,-0.0025940337224383825,-0.007772117509890571,-75.55220883534155,38530.0,38825.0,199.23823929391614,415.48062171347885,,827.7271349408895,42222.37139577386,39792.5,37362.62860422614,-300.0,-150.0,,-79.3103448275862,1189.4100341796875,408.4599914550781,12.029999732971191,923.6900024414062
2005-02-02,38500.0,38850.0,38450.0,38850.0,29543.23046875,295400,30037.51953125,0.009090909090909038,0.010349325325539673,-40.50039093041509,38560.0,38660.0,200.05887830931587,400.7632677595908,,797.1751967308261,42000.207210067165,39662.5,37324.792789932835,400.0,700.0,,-65.51724137931035,1193.18994140625,405.8299865722656,11.65999984741211,921.4400024414062
2005-02-03,38700.0,39500.0,38650.0,39500.0,30037.51953125,366600,30037.51953125,0.02067183462532296,0.01659262103561081,15.30698065601297,38740.0,38690.0,270.08403669860326,397.39405477545563,,800.9483969643386,41554.684007434946,39527.5,37500.315992565054,650.0,750.0,,-43.10344827586207,1189.8900146484375,400.70001220703125,11.789999961853027,928.7899780273438
2005-02-04,39450.0,39700.0,38250.0,39500.0,30037.51953125,383300,30265.658203125,0.0012674271229404788,0.0,19.076105018278625,39010.0,38780.0,309.6004359032182,364.57295817198025,,847.3092257526001,41227.63695734887,39425.0,37622.36304265113,0.0,1050.0,,-43.10344827586207,1203.030029296875,418.1600036621094,11.210000038146973,933.5499877929688
2005-02-07,39800.0,40150.0,39150.0,39800.0,30265.658203125,646600,30265.658203125,0.0,0.007566425812770813,111.21246674268349,39220.0,38880.0,365.8999885489191,334.0300102474932,,858.2157096274144,40976.07988698892,39355.0,37733.92011301108,300.0,950.0,,-32.758620689655174,1201.719970703125,418.3399963378906,11.729999542236328,949.1900024414062
2005-02-08,39800.0,39800.0,39800.0,39800.0,30265.658203125,0,30303.681640625,0.0,0.0,152.70132517838857,39490.0,39010.0,392.12332855066313,295.68078392228944,,796.9145875111706,40687.533422061664,39285.0,37882.466577938336,0.0,300.0,,-15.217391304347826,1202.300048828125,427.489990234375,11.600000381469727,
2005-02-11,39800.0,40050.0,39400.0,39850.0,30303.681640625,303600,30835.99609375,0.0012562814070351536,0.0012555343212588047,131.16204262163214,39690.0,39125.0,374.21150434451175,287.1351913269136,,786.4206884032299,40632.151970284,39267.5,37902.848029716,50.0,350.0,,-13.043478260869565,1205.300048828125,435.5199890136719,11.430000305175781,947.22998046875
2005-02-14,39950.0,40850.0,39950.0,40550.0,30835.99609375,647200,30950.056640625,0.015018773466833446,0.017413500493488502,174.51357707932289,39900.0,39320.0,353.36037642455756,311.7222065615802,,801.6763535172848,40792.88831891627,39320.0,37847.11168108373,700.0,750.0,,-10.0,1206.1400146484375,436.2200012207031,11.520000457763672,964.7899780273438
2005-02-15,41000.0,41300.0,40650.0,40700.0,30950.056640625,592800,31710.5,-0.007317073170731714,0.003692117278815069,172.30579748394447,40140.0,39575.0,348.97247678065537,329.28645634193657,,797.9851854089073,40954.73972626422,39370.0,37785.26027373578,150.0,900.0,,-17.391304347826086,1210.1199951171875,439.239990234375,11.270000457763672,968.8800048828125
2005-02-16,41050.0,42900.0,40800.0,41700.0,31710.5,910700,32585.0078125,0.015834348355663774,0.024273027124916996,191.82599057910642,40520.0,39870.0,388.4202170810533,377.160102814986,,898.1291007368426,41298.887806745595,39445.0,37591.112193254405,1000.0,1850.0,,-23.762376237623762,1210.3399658203125,435.5299987792969,11.100000381469727,971.5599975585938
2005-02-17,42450.0,43200.0,42050.0,42850.0,32585.0078125,1803300,34980.40234375,0.009422850412249772,0.027204443219365573,197.65545361875647,41130.0,40310.0,527.6948022018233,459.90906537624306,,941.1198792556396,41915.536413686976,39567.5,37219.463586313024,1150.0,2300.0,,-6.542056074766355,1200.75,429.7799987792969,11.770000457763672,972.5599975585938
2005-02-18,43500.0,46800.0,43350.0,46000.0,34980.40234375,2063200,35664.80078125,0.05747126436781613,0.07093567209078289,236.59217877094918,42360.0,41025.0,896.0235721244029,635.1175382344571,,1156.0398878802368,43491.09904620938,39842.5,36193.90095379062,3150.0,5300.0,,-8.938547486033519,1201.5899658203125,427.7300109863281,11.180000305175781,984.0999755859375
2005-02-21,47400.0,47500.0,46200.0,46900.0,35664.80078125,938200,35360.6171875,-0.010548523206751037,0.01937625824829545,208.21268754935454,43630.0,41765.0,1310.0069766682802,831.6836765464188,,1180.6084673173627,44981.28533381557,40227.5,35473.71466618443,900.0,5200.0,,-6.217616580310881,,,,988.7100219726562
2005-02-22,47100.0,47450.0,46050.0,46500.0,35360.6171875,549500,34448.09765625,-0.01273885350318471,-0.00856553786620954,149.6103269393168,44790.0,42465.0,1651.1274252991036,1000.0499510398793,1212.2037670466525,1196.279291080408,46036.69199881201,40622.5,35208.30800118799,-400.0,3650.0,,-10.75268817204301,1184.1600341796875,425.7900085449219,13.140000343322754,977.7999877929688
2005-02-23,45100.0,46000.0,43800.0,45300.0,34448.09765625,536100,34828.31640625,0.0044345898004434225,-0.026144916507934032,85.33846647417376,45510.0,43015.0,1799.4291467223823,1093.9246819017176,1325.5497811079258,1303.6879131460933,46657.357704006296,40947.5,35237.642295993704,-1200.0,-700.0,,-23.783783783783782,1190.800048828125,424.0199890136719,12.390000343322754,968.4299926757812
2005-02-24,45800.0,46100.0,44550.0,45800.0,34828.31640625,431000,35094.46875,0.0,0.010976970242287724,81.08441158348742,46100.0,43615.0,1701.7526507141151,1114.7237264579692,1439.1336977529936,1321.281633635658,47277.470662124,41312.5,35347.529337876,500.0,-1100.0,,-18.37837837837838,1200.199951171875,434.1499938964844,11.569999694824219,987.0999755859375
2005-02-25,46000.0,46800.0,45700.0,46150.0,35094.46875,293400,35740.8515625,0.003260869565217428,0.007612786834745329,84.6960167714884,46130.0,44245.0,1412.745081776591,1154.3843269504969,1539.6437897369906,1305.4758026616823,47877.01905681822,41685.0,35492.98094318178,350.0,-350.0,,-14.594594594594595,1211.3699951171875,443.70001220703125,11.489999771118164,996.9500122070312
2005-02-28,46150.0,47700.0,46000.0,47000.0,35740.8515625,372700,35740.8515625,0.018418201516793076,0.01825080345844501,87.1384067645752,46150.0,44890.0,1045.4671035389981,1177.7370401036392,1668.6514824340047,1333.6561024715622,48537.87649500595,42105.0,35672.12350499405,850.0,1700.0,,-8.187134502923977,1203.5999755859375,437.2300109863281,12.079999923706055,1011.3599853515625
2005-03-01,47000.0,47000.0,47000.0,47000.0,35740.8515625,0,35664.80078125,0.0,0.0,79.06336088154285,46250.0,45520.0,758.3624000429185,1204.7449126710112,1750.7099142344014,1238.3949522950222,49048.459544559555,42547.5,36046.540455440445,0.0,1200.0,,-8.433734939759036,1210.4100341796875,447.04998779296875,12.039999961853027,
