Date,Open,High,Low,Close,Adj Close,Volume,next_price,next_rtn,log_return,CCI,MA5,MA10,RASD5,RASD10,MACD,ATR,ub,middle,lb,MTM1,MTM3,ROC,WPR,S&P500,SOX,VIX,KOSPI
2005-01-04,55000.0,55500.0,54100.0,54800.0,40920.63671875,739100,40845.9609375,-0.0036363636363636598,,,,,,,,,,,,,,,,1188.050048828125,410.3599853515625,13.979999542236328,886.9000244140625
2005-01-05,53800.0,54900.0,53600.0,54700.0,40845.9609375,848800,40024.55859375,0.016728624535315983,-0.0018265600906083868,,,,,,,,,,,-100.0,,,,1183.739990234375,404.25,14.09000015258789,885.1900024414062
2005-01-06,54800.0,54800.0,53500.0,53600.0,40024.55859375,1071500,40845.9609375,-0.021897810218978075,-0.020314710400133777,,,,,,,,,,,-1100.0,,,,1187.8900146484375,402.1400146484375,13.579999923706055,871.280029296875
2005-01-07,54200.0,55200.0,54100.0,54700.0,40845.9609375,1611900,41069.984375,0.009225092250922495,0.02031471040013385,,,,,,,,,,,1100.0,-100.0,,,1186.18994140625,407.55999755859375,13.489999771118164,870.8400268554688
2005-01-10,55200.0,55200.0,54100.0,55000.0,41069.984375,659700,40995.30859375,-0.0036231884057971175,0.005469606561864095,,54560.0,,,,,,,,,300.0,300.0,,,1190.25,406.25,13.229999542236328,874.1799926757812
2005-01-11,54600.0,54900.0,54000.0,54900.0,40995.30859375,773300,40323.24609375,0.005494505494505475,-0.0018199119057417665,,54580.0,,,,,,,,,-100.0,1300.0,,,1182.989990234375,396.19000244140625,13.1899995803833,884.2899780273438
2005-01-12,55100.0,55200.0,53900.0,54000.0,40323.24609375,921200,40696.61328125,-0.019963702359346636,-0.01652950681461202,,54440.0,,,,,,,,,-900.0,-700.0,,,1187.699951171875,401.8299865722656,12.5600004196167,880.030029296875
2005-01-13,54200.0,54500.0,53600.0,54500.0,40696.61328125,835500,41667.35546875,0.005535055350553542,0.009216748423333681,,54620.0,,,,,,,,,500.0,-500.0,,,1177.449951171875,396.1700134277344,12.84000015258789,885.5399780273438
2005-01-14,53900.0,55800.0,53900.0,55800.0,41667.35546875,1457000,43310.1640625,0.03525046382189245,0.02357310252419262,,54840.0,,498.3808868825992,,,,,,,1300.0,900.0,,,1184.52001953125,403.1400146484375,12.430000305175781,905.0999755859375
2005-01-17,56900.0,58600.0,56200.0,58000.0,43310.1640625,1850200,43086.1484375,0.019332161687170446,0.03866936356924572,,55440.0,55000.0,681.7920247210357,,,,,,,2200.0,4000.0,,,,,,923.0800170898438
2005-01-18,57700.0,58500.0,57400.0,57700.0,43086.1484375,1172800,43310.1640625,0.0,-0.005185779821902,,56000.0,55290.0,905.7898581065608,,,,,,,-300.0,3200.0,,,1195.97998046875,406.54998779296875,12.470000267028809,920.5700073242188
2005-01-19,58700.0,59600.0,57900.0,58000.0,43310.1640625,1498800,43758.1953125,-0.011925042589437829,0.00518577982190209,,56800.0,55620.0,1079.0975840357692,,,,,,,300.0,2200.0,,,1184.6300048828125,397.8900146484375,13.180000305175781,916.27001953125
